POS,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w,5w,Season
78,Nitish Kumar Reddy SRH,2,13,3,5,47,13/1,23.5,9.4,15,0,0,2025
79,M Siddharth LSG,2,2,2,7,67,39/2,33.5,9.57,21,0,0,2025
80,Xavier Bartlett PBKS,2,4,4,10,96,26/1,48,9.6,30,0,0,2025
81,Kumar Kartikeya Singh RR,2,4,4,8,78,21/1,39,9.75,24,0,0,2025
82,Washington Sundar GT,2,6,5,10.5,111,28/1,55.5,10.24,32.5,0,0,2025
83,Mohit Sharma DC,2,8,8,25,257,10/1,128.5,10.28,75,0,0,2025
84,Gerald Coetzee GT,2,4,4,12,131,10/1,65.5,10.91,36,0,0,2025
85,Kagiso Rabada GT,2,4,4,14,162,41/1,81,11.57,42,0,0,2025
86,Adam Zampa SRH,2,2,2,8,94,46/1,47,11.75,24,0,0,2025
87,Mayank Yadav LSG,2,2,2,8,100,40/2,50,12.5,24,0,0,2025
88,Simarjeet Singh SRH,2,4,4,10,141,46/2,70.5,14.1,30,0,0,2025
89,Nuwan Thushara RCB,1,1,1,4,26,26/1,26,6.5,24,0,0,2025
90,Anukul Roy KKR,1,1,1,4,27,27/1,27,6.75,24,0,0,2025
91,Corbin Bosch MI,1,2,2,7,55,26/1,55,7.85,42,0,0,2025
92,Nathan Ellis CSK,1,1,1,4,38,38/1,38,9.5,24,0,0,2025
93,Kulwant Khejroliya GT,1,1,1,3,29,29/1,29,9.66,18,0,0,2025
94,Pravin Dubey PBKS,1,1,1,2,20,20/1,20,10,12,0,0,2025
95,Kwena Maphaka RR,1,2,2,5,54,32/1,54,10.8,30,0,0,2025
96,Sam Curran CSK,1,5,5,12,133,34/1,133,11.08,72,0,0,2025
97,Richard Gleeson MI,1,1,1,3.3,39,39/1,39,11.14,21,0,0,2025
98,Rasikh Dar RCB,1,2,2,6,70,35/1,70,11.66,36,0,0,2025
99,Spencer Johnson KKR,1,4,4,11.2,133,42/1,133,11.73,68,0,0,2025
100,Mukesh Choudhary CSK,1,2,2,6,71,21/1,71,11.83,36,0,0,2025
101,Anrich Nortje KKR,1,2,2,7,83,23/1,83,11.85,42,0,0,2025
102,Shahbaz Ahmed LSG,1,3,3,8.3,102,41/1,102,12,51,0,0,2025
103,Yash Thakur PBKS,1,2,2,6.3,79,39/1,79,12.15,39,0,0,2025
104,Marcus Stoinis PBKS,1,13,9,14.1,175,14/1,175,12.35,85,0,0,2025
105,Shahrukh Khan GT,1,15,1,1,13,13/1,13,13,6,0,0,2025
106,V Satyanarayana Penmetsa MI,1,2,2,4,53,40/1,53,13.25,24,0,0,2025
107,Musheer Khan PBKS,1,1,1,2,27,27/1,27,13.5,12,0,0,2025
108,Mujeeb-ur-Rahman MI,1,1,1,2,28,28/1,28,14,12,0,0,2025
