Pos,Player,Team,Matches,Innings,Not Outs,Runs,HS,Avg,BF,SR,100s,50s,4s,6s,Season
2,Rishabh PantDC,PBKS,684,14,14,1,128*,52.61,394,173.6,1,5,68,37,2018
3,KL RahulPBKS,CSK,659,14,14,2,95*,54.91,416,158.41,0,6,66,32,2018
4,Ambati RayuduCSK,CSK,602,16,16,2,100*,43,402,149.75,1,3,53,34,2018
5,Shane WatsonCSK,RR,555,15,15,1,117*,39.64,359,154.59,2,2,44,35,2018
6,Jos ButtlerRR,RCB,548,13,13,3,95*,54.8,353,155.24,0,5,52,21,2018
7,Virat KohliRCB,MI,530,14,14,3,92*,48.18,381,139.1,0,4,52,18,2018
8,Suryakumar YadavMI,KKR,512,14,14,0,72,36.57,384,133.33,0,4,61,16,2018
9,Dinesh KarthikKKR,SRH,498,16,16,6,52,49.8,337,147.77,0,2,49,16,2018
10,Shikhar DhawanSRH,KKR,497,16,16,3,92*,38.23,363,136.91,0,4,59,14,2018
11,Chris LynnKKR,RCB,491,16,16,1,74,32.73,377,130.23,0,3,56,18,2018
12,AB de VilliersRCB,CSK,480,12,11,2,90*,53.33,275,174.54,0,6,39,30,2018
13,MS DhoniCSK,CSK,455,16,15,9,79*,75.83,302,150.66,0,3,24,30,2018
14,Suresh RainaCSK,RR,445,15,15,3,75*,37.08,336,132.44,0,4,46,12,2018
15,Sanju SamsonRR,DC,441,15,15,1,92*,31.5,320,137.81,0,3,30,19,2018
16,Shreyas IyerDC,MI,411,14,14,3,93*,37.36,310,132.58,0,4,29,21,2018
17,Evin LewisMI,RR,382,13,13,0,65,29.38,276,138.4,0,2,32,24,2018
18,Ajinkya RahaneRR,PBKS,370,15,14,1,65*,28.46,313,118.21,0,1,39,5,2018
19,Chris GaylePBKS,KKR,368,11,11,2,104*,40.88,252,146.03,1,3,30,27,2018
20,Sunil NarineKKR,KKR,357,16,16,0,75,22.31,188,189.89,0,2,40,23,2018
21,Robin UthappaKKR,KKR,351,16,16,0,54,21.93,265,132.45,0,1,30,21,2018
22,Andre RussellKKR,KKR,316,16,14,3,88*,28.72,171,184.79,0,1,17,31,2018
23,Nitish RanaKKR,PBKS,304,15,15,2,59,23.38,232,131.03,0,1,26,14,2018
24,Karun NairPBKS,MI,301,13,12,0,54,25.08,221,136.19,0,2,23,13,2018
25,Rohit SharmaMI,SRH,286,14,14,2,94,23.83,215,133.02,0,2,25,12,2018
26,Manish PandeySRH,MI,284,15,13,2,62*,25.81,246,115.44,0,3,22,5,2018
27,Ishan KishanMI,MI,275,14,12,0,62,22.91,184,149.45,0,2,22,17,2018
28,Hardik PandyaMI,SRH,260,13,13,4,50,28.88,195,133.33,0,1,20,11,2018
29,Yusuf PathanSRH,RCB,260,15,13,4,45*,28.88,200,130,0,0,22,11,2018
30,Mandeep SinghRCB,DC,252,14,13,3,47*,25.2,186,135.48,0,0,16,11,2018
31,Prithvi ShawDC,SRH,245,9,9,0,65,27.22,160,153.12,0,2,27,10,2018
32,Shakib Al HasanSRH,MI,239,17,13,2,35,21.72,197,121.31,0,0,26,5,2018
33,Krunal PandyaMI,RR,228,14,13,3,41*,22.8,157,145.22,0,0,22,10,2018
34,Rahul TripathiRR,DC,226,12,12,3,80*,25.11,167,135.32,0,1,18,8,2018
35,Vijay ShankarDC,KKR,212,13,11,7,54*,53,148,143.24,0,1,11,11,2018
36,Shubman GillKKR,RCB,203,13,11,5,57*,33.83,139,146.04,0,1,22,5,2018
37,Quinton de KockRCB,RR,201,8,8,0,53,25.12,162,124.07,0,1,20,8,2018
38,Ben StokesRR,DC,196,13,13,1,45,16.33,161,121.73,0,0,13,6,2018
39,Glenn MaxwellDC,CSK,169,12,12,0,47,14.08,120,140.83,0,0,14,9,2018
40,Faf du PlessisCSK,RCB,162,6,6,1,67*,32.4,129,125.58,0,1,17,6,2018
41,Parthiv PatelRCB,SRH,153,6,6,1,53,30.6,109,140.36,0,1,20,4,2018
42,Alex HalesSRH,CSK,148,6,6,0,45,24.66,118,125.42,0,0,13,6,2018
43,Dwayne BravoCSK,PBKS,141,16,10,6,68,35.25,91,154.94,0,1,8,10,2018
44,Aaron FinchPBKS,MI,134,10,9,1,46,16.75,100,134,0,0,6,8,2018
45,Kieron PollardMI,RCB,133,9,8,1,50,19,100,133,0,1,10,7,2018
46,Colin de GrandhommeRCB,RCB,131,9,8,3,40,26.2,84,155.95,0,0,4,10,2018
47,Brendon McCullumRCB,RR,127,6,6,0,43,21.16,88,144.31,0,0,16,6,2018
48,Krishnappa GowthamRR,SRH,126,15,13,4,33*,14,64,196.87,0,0,9,9,2018
49,Wriddhiman SahaSRH,DC,122,11,10,2,35,15.25,102,119.6,0,0,17,1,2018
50,Jason RoyDC,PBKS,120,5,5,1,91*,30,94,127.65,0,1,9,7,2018
51,Mayank AgarwalPBKS,RR,120,11,11,1,30,12,94,127.65,0,0,9,5,2018
52,D'Arcy ShortRR,CSK,115,7,7,0,44,16.42,99,116.16,0,0,11,5,2018
53,Sam BillingsCSK,PBKS,108,10,8,0,56,13.5,78,138.46,0,1,8,5,2018
54,Ravichandran AshwinPBKS,PBKS,102,14,9,1,45,12.75,71,143.66,0,0,7,5,2018
55,Marcus StoinisPBKS,MI,99,7,7,3,29*,24.75,76,130.26,0,0,6,4,2018
56,Ben CuttingMI,CSK,96,9,6,2,37,24,58,165.51,0,0,5,8,2018
57,Ravindra JadejaCSK,SRH,89,16,10,5,27*,17.8,74,120.27,0,0,3,4,2018
58,Deepak HoodaSRH,DC,87,9,8,4,32*,21.75,81,107.4,0,0,2,3,2018
59,Gautam GambhirDC,PBKS,85,6,5,0,55,17,88,96.59,0,1,8,1,2018
60,Axar PatelPBKS,RCB,80,9,8,2,19,13.33,69,115.94,0,0,3,4,2018
61,Moeen AliRCB,SRH,77,5,4,0,65,19.25,46,167.39,0,1,4,6,2018
62,Carlos BrathwaiteSRH,PBKS,75,4,4,1,43*,25,48,156.25,0,0,1,8,2018
63,David MillerPBKS,RCB,74,3,3,1,26,37,64,115.62,0,0,3,2,2018
64,Washington SundarRCB,PBKS,65,7,6,3,35,21.66,38,171.05,0,0,5,4,2018
65,Yuvraj SinghPBKS,DC,65,8,6,0,20,10.83,73,89.04,0,0,6,2,2018
66,Abhishek SharmaDC,DC,63,3,3,2,46*,63,33,190.9,0,0,3,5,2018
67,Colin MunroDC,DC,63,5,5,0,33,12.6,41,153.65,0,0,7,4,2018
68,Harshal PatelDC,SRH,60,5,2,1,36*,60,33,181.81,0,0,1,6,2018
69,Rashid KhanSRH,RR,59,17,7,2,34*,11.8,31,190.32,0,0,3,6,2018
70,Heinrich KlaasenRR,RCB,57,4,4,1,32,19,47,121.27,0,0,5,1,2018
71,Manan VohraRCB,SRH,55,4,4,0,45,13.75,47,117.02,0,0,2,4,2018
72,Shreevats GoswamiSRH,RCB,52,6,3,0,35,17.33,40,130,0,0,6,1,2018
73,Tim SoutheeRCB,RCB,52,8,4,2,36*,26,46,113.04,0,0,5,1,2018
74,Sarfaraz KhanRCB,DC,51,7,6,1,22*,10.2,41,124.39,0,0,7,1,2018
75,Rahul TewatiaDC,RR,50,8,5,2,24,16.66,43,116.27,0,0,5,1,2018
76,Shreyas GopalRR,CSK,50,11,4,1,24,16.66,45,111.11,0,0,5,0,2018
77,Deepak ChaharCSK,RR,50,12,4,1,39,16.66,29,172.41,0,0,1,4,2018
78,Jaydev UnadkatRR,PBKS,49,15,7,3,26,12.25,38,128.94,0,0,6,1,2018
79,Manoj TiwaryPBKS,DC,47,5,4,1,35,15.66,44,106.81,0,0,4,1,2018
80,Chris MorrisDC,RR,46,4,4,3,27*,46,26,176.92,0,0,3,2,2018
81,Stuart BinnyRR,MI,44,7,5,0,22,8.8,39,112.82,0,0,2,2,2018
82,JP DuminyMI,PBKS,36,6,4,3,23,36,40,90,0,0,3,1,2018
83,Andrew TyePBKS,KKR,32,14,8,2,14,5.33,38,84.21,0,0,2,1,2018
84,Rinku SinghKKR,CSK,29,4,4,0,16,7.25,31,93.54,0,0,4,0,2018
85,Harbhajan SinghCSK,KKR,29,13,3,0,19,9.66,36,80.55,0,0,3,1,2018
86,Piyush ChawlaKKR,DC,27,15,7,3,12,6.75,34,79.41,0,0,1,1,2018
87,Dan ChristianDC,RCB,26,4,3,1,13,13,33,78.78,0,0,0,1,2018
88,Mohammed SirajRCB,CSK,25,11,4,2,14,12.5,22,113.63,0,0,2,1,2018
89,Kedar JadhavCSK,KKR,24,1,1,1,24*,0,22,109.09,0,0,1,2,2018
90,Tom CurranKKR,MI,23,5,4,1,18,7.66,28,82.14,0,0,3,0,2018
91,Mayank MarkandeMI,RR,21,14,6,4,7*,10.5,24,87.5,0,0,2,0,2018
92,Mahipal LomrorRR,SRH,20,2,2,1,11,20,21,95.23,0,0,1,0,2018
93,Mohammad NabiSRH,RCB,18,2,2,0,14,9,12,150,0,0,3,0,2018
94,Corey AndersonRCB,RCB,17,3,3,0,15,5.66,22,77.27,0,0,0,1,2018
95,Chris WoakesRCB,KKR,17,5,4,2,11,8.5,19,89.47,0,0,1,1,2018
96,Mitchell JohnsonKKR,RR,16,6,2,2,12*,0,11,145.45,0,0,2,0,2018
97,Jofra ArcherRR,CSK,15,10,8,3,8,3,21,71.42,0,0,2,0,2018
98,Shardul ThakurCSK,KKR,15,13,1,1,15*,0,5,300,0,0,3,0,2018
99,Shivam MaviKKR,SRH,13,9,4,1,7,4.33,15,86.66,0,0,1,0,2018
100,Bhuvneshwar KumarSRH,CSK,13,12,4,2,7,6.5,16,81.25,0,0,1,0,2018
101,Murali VijayCSK,KKR,12,1,1,0,12,12,10,120,0,0,0,1,2018
102,Kuldeep YadavKKR,PBKS,12,16,3,2,7*,12,24,50,0,0,1,0,2018
103,Ankit RajpootPBKS,MI,11,8,3,0,8,3.66,18,61.11,0,0,1,0,2018
104,Mitchell McClenaghanMI,PBKS,11,11,5,3,11*,5.5,10,110,0,0,1,1,2018
105,Mohit SharmaPBKS,PBKS,10,9,4,3,4*,10,13,76.92,0,0,1,0,2018
106,Mujeeb Ur RahmanPBKS,MI,10,11,2,1,10*,10,7,142.85,0,0,2,0,2018
107,Jasprit BumrahMI,PBKS,10,14,3,2,6*,10,11,90.9,0,0,1,0,2018
108,Akshdeep NathPBKS,CSK,9,1,1,0,9,9,13,69.23,0,0,1,0,2018
109,Dhruv ShoreyCSK,RR,8,1,1,0,8,8,9,88.88,0,0,0,1,2018
110,Prashant ChopraRR,KKR,8,1,1,0,8,8,6,133.33,0,0,2,0,2018
111,Javon SearlesKKR,DC,8,4,2,1,6*,8,6,133.33,0,0,0,1,2018
112,Mohammad ShamiDC,KKR,7,4,1,0,7,7,6,116.66,0,0,1,0,2018
113,Vinay KumarKKR,DC,6,2,1,1,6*,0,3,200,0,0,1,0,2018
114,Shahbaz NadeemDC,RR,6,6,1,1,6*,0,8,75,0,0,0,0,2018
115,Dhawal KulkarniRR,SRH,6,8,2,1,3*,6,7,85.71,0,0,0,0,2018
116,Billy StanlakeSRH,MI,5,4,1,1,5*,0,2,250,0,0,1,0,2018
117,Akila DananjayaMI,RCB,4,1,1,1,4*,0,5,80,0,0,0,0,2018
118,Pawan NegiRCB,RR,3,2,2,0,3,1.5,5,60,0,0,0,0,2018
119,Anureet SinghRR,SRH,3,3,1,1,3*,0,4,75,0,0,0,0,2018
120,Basil ThampiSRH,PBKS,3,4,2,1,3,3,6,50,0,0,0,0,2018
121,Barinder SranPBKS,RCB,3,6,4,3,2,3,7,42.85,0,0,0,0,2018
122,Umesh YadavRCB,SRH,3,14,5,1,1*,0.75,11,27.27,0,0,0,0,2018
123,Siddarth KaulSRH,CSK,3,17,4,1,2,1,14,21.42,0,0,0,0,2018
124,Imran TahirCSK,CSK,2,6,1,1,2*,0,2,100,0,0,0,0,2018
125,Mark WoodCSK,DC,1,1,1,0,1,1,3,33.33,0,0,0,0,2018
126,Naman OjhaDC,RCB,1,1,1,0,1,1,4,25,0,0,0,0,2018
127,Murugan AshwinRCB,RR,1,2,1,0,1,1,2,50,0,0,0,0,2018
128,Ish SodhiRR,RR,1,6,1,0,1,1,6,16.66,0,0,0,0,2018
129,Ben LaughlinRR,DC,1,7,2,1,1*,1,4,25,0,0,0,0,2018
130,Liam PlunkettDC,MI,1,7,2,1,1*,1,3,33.33,0,0,0,0,2018
131,Mustafizur RahmanMI,KKR,1,7,2,1,1,1,3,33.33,0,0,0,0,2018
132,Prasidh KrishnaKKR,DC,1,7,2,2,1*,0,5,20,0,0,0,0,2018
133,Amit MishraDC,MI,1,10,1,1,1*,0,2,50,0,0,0,0,2018
134,Pradeep SangwanMI,SRH,0,1,1,0,0*,0,4,0,0,0,0,0,2018
135,Ricky BhuiSRH,SRH,0,1,1,0,0*,0,5,0,0,0,0,0,2018
136,Sandeep SharmaSRH,DC,0,12,3,1,0*,0,4,0,0,0,0,0,2018
137,Trent BoultDC,RCB,0,14,1,0,0*,0,2,0,0,0,0,0,2018
138,Yuzvendra ChahalRCB,,0,14,1,1,0*,0,4,0,0,0,0,0,2018
1,David WarnerSRH,PBKS,692,12,12,2,100*,69.2,481,143.86,1,8,57,21,2019
2,KL RahulPBKS,MI,593,14,14,3,100*,53.9,438,135.38,1,6,49,25,2019
3,Quinton de KockMI,DC,529,16,16,1,81,35.26,398,132.91,0,4,45,25,2019
4,Shikhar DhawanDC,KKR,521,16,16,1,97*,34.73,384,135.67,0,5,64,11,2019
5,Andre RussellKKR,PBKS,510,14,13,4,80*,56.66,249,204.81,0,4,31,52,2019
6,Chris GaylePBKS,DC,490,13,13,1,99*,40.83,319,153.6,0,4,45,34,2019
7,Rishabh PantDC,RCB,488,16,16,3,78*,37.53,300,162.66,0,3,37,27,2019
8,Virat KohliRCB,DC,464,14,14,0,100,33.14,328,141.46,1,2,46,13,2019
9,Shreyas IyerDC,SRH,463,16,16,1,67,30.86,386,119.94,0,3,41,14,2019
10,Jonny BairstowSRH,RCB,445,10,10,2,114,55.62,283,157.24,1,2,48,18,2019
11,AB de VilliersRCB,MI,442,13,13,3,82*,44.2,287,154,0,5,31,26,2019
12,Suryakumar YadavMI,CSK,424,16,15,2,71*,32.61,324,130.86,0,2,45,10,2019
13,MS DhoniCSK,KKR,416,15,12,7,84*,83.2,309,134.62,0,3,22,23,2019
14,Chris LynnKKR,MI,405,13,13,0,82,31.15,290,139.65,0,4,41,22,2019
15,Rohit SharmaMI,MI,405,15,15,1,67,28.92,315,128.57,0,2,52,10,2019
16,Hardik PandyaMI,CSK,402,16,15,6,91,44.66,210,191.42,0,1,28,29,2019
17,Shane WatsonCSK,CSK,398,17,17,0,96,23.41,312,127.56,0,3,42,20,2019
18,Faf du PlessisCSK,RR,396,12,12,1,96,36,321,123.36,0,3,36,15,2019
19,Ajinkya RahaneRR,CSK,393,14,13,1,105*,32.75,285,137.89,1,1,45,9,2019
20,Suresh RainaCSK,RCB,383,17,17,1,59,23.93,314,121.97,0,3,45,9,2019
21,Parthiv PatelRCB,DC,373,14,14,0,67,26.64,268,139.17,0,2,48,10,2019
22,Prithvi ShawDC,SRH,353,16,16,0,99,22.06,264,133.71,0,2,45,9,2019
23,Manish PandeySRH,KKR,344,12,11,3,83*,43,263,130.79,0,3,34,6,2019
24,Nitish RanaKKR,RR,344,14,11,1,85*,34.4,235,146.38,0,3,27,21,2019
25,Sanju SamsonRR,PBKS,342,12,12,2,102*,34.2,230,148.69,1,0,28,13,2019
26,Mayank AgarwalPBKS,RR,332,13,13,0,58,25.53,234,141.88,0,2,26,14,2019
27,Steve SmithRR,RR,319,12,10,2,73*,39.87,275,116,0,3,30,4,2019
28,Jos ButtlerRR,KKR,311,8,8,0,89,38.87,205,151.7,0,3,38,14,2019
29,Shubman GillKKR,KKR,296,14,13,4,76,32.88,238,124.36,0,3,21,10,2019
30,Robin UthappaKKR,CSK,282,12,11,2,67*,31.33,245,115.1,0,1,28,10,2019
31,Ambati RayuduCSK,MI,282,17,17,5,57,23.5,303,93.06,0,1,20,7,2019
32,Kieron PollardMI,KKR,279,16,14,6,83,34.87,178,156.74,0,1,14,22,2019
33,Dinesh KarthikKKR,SRH,253,14,13,5,97*,31.62,173,146.24,0,2,22,14,2019
34,Vijay ShankarSRH,RCB,244,15,14,2,40*,20.33,193,126.42,0,0,11,12,2019
35,Moeen AliRCB,PBKS,220,11,10,2,66,27.5,133,165.41,0,2,16,17,2019
36,David MillerPBKS,RCB,213,10,10,2,59*,26.62,164,129.87,0,1,19,7,2019
37,Marcus StoinisRCB,DC,211,10,10,6,46*,52.75,156,135.25,0,0,14,10,2019
38,Colin IngramDC,MI,184,12,12,2,47,18.4,154,119.48,0,0,20,5,2019
39,Krunal PandyaMI,PBKS,183,16,15,4,42,16.63,150,122,0,0,18,5,2019
40,Sarfaraz KhanPBKS,PBKS,180,8,5,1,67,45,143,125.87,0,1,19,4,2019
41,Nicholas PooranPBKS,PBKS,168,7,6,0,48,28,107,157,0,0,10,14,2019
42,Mandeep SinghPBKS,CSK,165,13,12,8,33*,41.25,120,137.5,0,0,10,4,2019
43,Kedar JadhavCSK,RR,162,14,12,3,58,18,169,95.85,0,1,19,3,2019
44,Riyan ParagRR,SRH,160,7,5,0,50,32,126,126.98,0,1,17,5,2019
45,Kane WilliamsonSRH,KKR,156,9,9,2,70*,22.28,130,120,0,1,12,5,2019
46,Sunil NarineKKR,RR,143,12,9,1,47,17.87,86,166.27,0,0,17,9,2019
47,Rahul TripathiRR,RR,141,8,7,1,50,23.5,118,119.49,0,1,13,2,2019
48,Ben StokesRR,SRH,123,9,9,3,46,20.5,99,124.24,0,0,8,4,2019
49,Mohammad NabiSRH,DC,115,8,7,1,31,19.16,76,151.31,0,0,8,7,2019
50,Axar PatelDC,CSK,110,14,12,6,26,18.33,88,125,0,0,10,3,2019
51,Ravindra JadejaCSK,MI,106,16,9,6,31*,35.33,88,120.45,0,0,7,4,2019
52,Ishan KishanMI,RCB,101,7,6,0,28,16.83,100,101,0,0,8,4,2019
53,Gurkeerat Mann SinghRCB,MI,98,3,3,0,65,32.66,70,140,0,1,11,2,2019
54,Yuvraj SinghMI,PBKS,98,4,4,0,53,24.5,75,130.66,0,1,7,6,2019
55,Sam CurranPBKS,RCB,95,9,8,4,55*,23.75,55,172.72,0,1,13,3,2019
56,Shimron HetmyerRCB,SRH,90,5,5,0,75,18,73,123.28,0,1,4,7,2019
57,Wriddhiman SahaSRH,DC,86,5,5,0,28,17.2,53,162.26,0,0,13,1,2019
58,Colin MunroDC,SRH,84,4,4,0,40,21,70,120,0,0,9,4,2019
59,Martin GuptillSRH,CSK,81,3,3,0,36,27,53,152.83,0,0,4,7,2019
60,Dwayne BravoCSK,DC,80,12,9,4,27,16,66,121.21,0,0,6,3,2019
61,Sherfane RutherfordDC,RR,73,7,7,2,28*,14.6,54,135.18,0,0,2,7,2019
62,Liam LivingstoneRR,RR,71,4,4,1,44,23.66,48,147.91,0,0,6,5,2019
63,Stuart BinnyRR,RR,70,8,5,2,33*,23.33,40,175,0,0,5,4,2019
64,Jofra ArcherRR,CSK,67,11,5,3,27*,33.5,40,167.5,0,0,4,4,2019
65,Murali VijayCSK,SRH,64,2,2,0,38,32,61,104.91,0,0,6,1,2019
66,Deepak HoodaSRH,RR,64,11,7,1,20,10.66,63,101.58,0,0,5,1,2019
67,Shreyas GopalRR,RCB,63,14,7,3,19*,15.75,46,136.95,0,0,8,1,2019
68,Akshdeep NathRCB,MI,61,8,5,0,24,12.2,57,107.01,0,0,5,2,2019
69,Evin LewisMI,RCB,48,3,3,0,32,16,52,92.3,0,0,4,2,2019
70,Colin de GrandhommeRCB,KKR,46,4,4,1,37,15.33,49,93.87,0,0,4,2,2019
71,Piyush ChawlaKKR,PBKS,42,13,5,2,14*,14,37,113.51,0,0,4,2,2019
72,Ravichandran AshwinPBKS,RCB,42,14,6,1,17*,8.4,28,150,0,0,3,3,2019
73,Shivam DubeRCB,SRH,40,4,4,1,24,13.33,33,121.21,0,0,1,3,2019
74,Yusuf PathanSRH,KKR,40,10,8,5,16*,13.33,45,88.88,0,0,1,1,2019
75,Rinku SinghKKR,SRH,37,5,3,1,30,18.5,34,108.82,0,0,1,2,2019
76,Rashid KhanSRH,CSK,34,15,8,3,17*,6.8,23,147.82,0,0,2,2,2019
77,Mitchell SantnerCSK,DC,32,4,2,1,22,32,23,139.13,0,0,0,3,2019
78,Chris MorrisDC,DC,32,9,6,0,17,5.33,37,86.48,0,0,1,2,2019
79,Rahul TewatiaDC,RCB,26,5,4,3,11*,26,22,118.18,0,0,2,1,2019
80,Umesh YadavRCB,DC,25,11,7,5,14,12.5,25,100,0,0,3,1,2019
81,Amit MishraDC,PBKS,21,11,4,2,8,10.5,24,87.5,0,0,2,0,2019
82,Harpreet BrarPBKS,RCB,20,2,1,1,20*,0,12,166.66,0,0,2,1,2019
83,Prayas Ray BarmanRCB,MI,19,1,1,0,19,19,24,79.16,0,0,2,0,2019
84,Ben CuttingMI,RR,18,3,3,1,13*,9,17,105.88,0,0,1,1,2019
85,Krishnappa GowthamRR,DC,18,7,4,1,9,6,19,94.73,0,0,1,1,2019
86,Keemo PaulDC,PBKS,18,8,6,1,7,3.6,24,75,0,0,1,1,2019
87,Prabhsimran SinghPBKS,MI,16,1,1,0,16,16,17,94.11,0,0,1,1,2019
88,Siddhesh LadMI,MI,15,1,1,0,15,15,13,115.38,0,0,1,1,2019
89,Alzarri JosephMI,CSK,15,3,2,2,15*,0,13,115.38,0,0,2,0,2019
90,Shardul ThakurCSK,DC,14,10,3,1,12*,7,7,200,0,0,1,1,2019
91,Kagiso RabadaDC,KKR,14,12,4,1,9,4.66,15,93.33,0,0,0,1,2019
92,Kuldeep YadavKKR,MI,12,9,4,2,10*,6,8,150,0,0,1,0,2019
93,Rahul ChaharMI,SRH,12,13,4,2,10,6,11,109.09,0,0,2,0,2019
94,Bhuvneshwar KumarSRH,KKR,12,15,5,2,7*,4,19,63.15,0,0,1,0,2019
95,Carlos BrathwaiteKKR,MI,11,2,2,0,6,5.5,10,110,0,0,1,0,2019
96,Mitchell McClenaghanMI,DC,11,5,4,1,10,3.66,16,68.75,0,0,2,0,2019
97,Ishant SharmaDC,KKR,10,13,3,3,10*,0,3,333.33,0,0,1,1,2019
98,KC CariappaKKR,SRH,9,1,1,1,9*,0,3,300,0,0,0,1,2019
99,Abhishek SharmaSRH,RCB,9,3,3,1,5*,4.5,9,100,0,0,1,0,2019
100,Heinrich KlaasenRCB,SRH,9,3,2,0,6,4.5,10,90,0,0,0,0,2019
101,Shakib Al HasanSRH,RCB,9,3,1,0,9,9,10,90,0,0,0,0,2019
102,Tim SoutheeRCB,RCB,9,3,1,1,9*,0,9,100,0,0,0,0,2019
103,Pawan NegiRCB,RR,9,7,4,0,5,2.25,12,75,0,0,1,0,2019
104,Mahipal LomrorRR,KKR,8,2,1,0,8,8,3,266.66,0,0,2,0,2019
105,Nikhil NaikKKR,SRH,7,1,1,0,7,7,16,43.75,0,0,1,0,2019
106,Ricky BhuiSRH,DC,7,1,1,0,7,7,12,58.33,0,0,0,0,2019
107,Trent BoultDC,CSK,7,5,3,2,6,7,4,175,0,0,0,1,2019
108,Deepak ChaharCSK,DC,7,17,2,0,7,3.5,9,77.77,0,0,1,0,2019
109,Jagadeesha SuchithDC,RR,6,1,1,0,6,6,15,40,0,0,0,0,2019
110,Ish SodhiRR,MI,6,2,1,0,6,6,11,54.54,0,0,0,0,2019
111,Mayank MarkandeMI,SRH,6,3,2,1,6,6,5,120,0,0,1,0,2019
112,Sandeep SharmaSRH,RCB,6,11,2,2,5*,0,3,200,0,0,1,0,2019
113,Yuzvendra ChahalRCB,CSK,6,14,3,1,4,3,16,37.5,0,0,0,0,2019
114,Dhruv ShoreyCSK,PBKS,5,1,1,0,5,5,8,62.5,0,0,0,0,2019
115,Karun NairPBKS,MI,5,1,1,0,5,5,6,83.33,0,0,0,0,2019
116,Rasikh SalamMI,RR,5,1,1,1,5*,0,4,125,0,0,0,0,2019
117,Dhawal KulkarniRR,DC,5,10,1,1,5*,0,3,166.66,0,0,1,0,2019
118,Avesh KhanDC,DC,4,1,1,1,4*,0,3,133.33,0,0,1,0,2019
119,Hanuma VihariDC,RCB,4,2,2,0,2,2,8,50,0,0,0,0,2019
120,Mohammed SirajRCB,MI,4,9,4,3,3*,4,14,28.57,0,0,0,0,2019
121,Barinder SranMI,RR,3,2,1,1,3*,0,3,100,0,0,0,0,2019
122,Ashton TurnerRR,RR,3,4,4,1,3*,1,10,30,0,0,0,0,2019
123,Varun AaronRR,PBKS,3,5,1,1,3*,0,7,42.85,0,0,0,0,2019
124,Hardus ViljoenPBKS,PBKS,3,6,3,1,2*,1.5,7,42.85,0,0,0,0,2019
125,Murugan AshwinPBKS,RCB,3,10,3,2,1*,3,5,60,0,0,0,0,2019
126,Navdeep SainiRCB,SRH,2,13,2,1,2,2,4,50,0,0,0,0,2019
127,Basil ThampiSRH,RCB,1,3,1,1,1*,0,1,100,0,0,0,0,2019
128,Washington SundarRCB,KKR,1,3,2,0,1,0.5,3,33.33,0,0,0,0,2019
129,Harry GurneyKKR,CSK,1,8,1,1,1*,0,5,20,0,0,0,0,2019
130,Harbhajan SinghCSK,RR,1,11,1,0,1,1,3,33.33,0,0,0,0,2019
131,Jaydev UnadkatRR,PBKS,1,11,4,3,1,1,3,33.33,0,0,0,0,2019
132,Mohammad ShamiPBKS,KKR,1,14,2,1,1*,1,2,50,0,0,0,0,2019
133,Joe DenlyKKR,CSK,0,1,1,0,0*,0,1,0,0,0,0,0,2019
134,Mohit SharmaCSK,CSK,0,1,1,1,0*,0,2,0,0,0,0,0,2019
135,Sam BillingsCSK,DC,0,1,1,0,0*,0,4,0,0,0,0,0,2019
136,Harshal PatelDC,KKR,0,2,2,1,0*,0,2,0,0,0,0,0,2019
137,Prithvi Raj YarraKKR,PBKS,0,2,1,1,0*,0,1,0,0,0,0,0,2019
138,Mujeeb Ur RahmanPBKS,PBKS,0,5,3,2,0*,0,4,0,0,0,0,0,2019
139,Andrew TyePBKS,DC,0,6,1,1,0*,0,2,0,0,0,0,0,2019
140,Sandeep LamichhaneDC,SRH,0,6,1,0,0*,0,1,0,0,0,0,0,2019
141,Siddarth KaulSRH,SRH,0,7,2,1,0*,0,1,0,0,0,0,0,2019
142,Khaleel AhmedSRH,KKR,0,9,1,0,0*,0,1,0,0,0,0,0,2019
143,Prasidh KrishnaKKR,MI,0,11,1,0,0*,0,2,0,0,0,0,0,2019
144,Jasprit BumrahMI,,0,16,3,3,0*,0,1,0,0,0,0,0,2019
1,KL RahulPBKS,DC,670,14,14,2,132*,55.83,518,129.34,1,5,58,23,2020
2,Shikhar DhawanDC,SRH,618,17,17,3,106*,44.14,427,144.73,2,4,67,12,2020
3,David WarnerSRH,DC,548,16,16,2,85*,39.14,407,134.64,0,4,52,14,2020
4,Shreyas IyerDC,MI,519,17,17,2,88*,34.6,421,123.27,0,3,40,16,2020
5,Ishan KishanMI,MI,516,14,13,4,99,57.33,354,145.76,0,4,36,30,2020
6,Quinton de KockMI,MI,503,16,16,2,78*,35.92,358,140.5,0,4,46,22,2020
7,Suryakumar YadavMI,RCB,480,16,15,3,79*,40,331,145.01,0,4,61,11,2020
8,Devdutt PadikkalRCB,RCB,473,15,15,0,74,31.53,379,124.8,0,5,51,8,2020
9,Virat KohliRCB,RCB,466,15,15,4,90*,42.36,384,121.35,0,3,23,11,2020
10,AB de VilliersRCB,CSK,454,15,14,4,73*,45.4,286,158.74,0,5,33,23,2020
11,Faf du PlessisCSK,KKR,449,13,13,2,87*,40.81,319,140.75,0,4,42,14,2020
12,Shubman GillKKR,SRH,440,14,14,1,70*,33.84,373,117.96,0,3,44,9,2020
